code,name,city
MSV,Sullivan County International,Liberty
MSW,Massawa International,Massawa
MSX,Mossendjo,Mossendjo
MSY,Louis Armstrong New Orleans International Airport,Kenner
MSZ,Yuri Gagarin Airport,Namibe
MTA,Matamata,Matamata
MTB,Monte Libano,Montelibano
MTC,Selfridge ANGB,Mount Clemens
MTE,Monte Alegre,Monte Alegre
MTG,Mato Grosso,Diamantino
MTH,Florida Keys Marathon Airport,Marathon
MTI,Mosteiros,Porto dos Mosteiros
MTJ,Montrose Regional Airport,Montrose
MTK,Makin Island,Makin Village
MTL,Maitland,Maitland
MTN,Glenn L Martin,Bowleys Quarters
MTO,Coles County Memorial,Mattoon
MTP,Montauk Airport,Montauk
MTR,Los Garzones Airport,Cerete
MTS,Matsapha International,Kwaluseni
MTT,Minatitlan Airport,Minatitlan
MTU,Montepuez,Montepuez
MTW,Municipal,Manitowoc
MTX,Metro Field,College
MTY,Gen Mariano Escobedo Airport,Ladrillera (Entronque Pesqueria)
MTZ,Masada,Mas`adah
MUC,Franz Josef Strauss Airport,Hallbergmoos
MUD,Mueda,Newala Kisimani
MUE,Kamuela,Waimea
MUH,Mersa Matruh,Mersa Matruh
MUI,Muir AAF,Jonestown
MUJ,Mui,Mizan Teferi
MUL,Spence,Moultrie
MUN,Jose Tadeo Monagas International Airport,Maturin
MUO,Mountain Home AFB,Mountain Home
MUT,Muscatine,Muscatine
MUU,Mount Union,Mount Union
MUW,Mascara-Ghriss,Mascara
MUX,Multan Airport,Multan
MUY,Mouyondzi,Madingou
MUZ,Musoma Airport,Musoma
MVA,Reykiahlid,Laugar
MVB,Franceville/Mvengue,Franceville
MVC,Monroe - Walton County,Monroeville
MVD,Carrasco International Airport,Paso de Carrasco
MVE,Montevideo-Chippewa,Montevideo
MVF,Dixsept Rosado,Mossoro
MVG,Mevang,Ndjole
MVH,Macksville,Macksville
MVJ,Marlboro,Mandeville
MVL,Morrisville-Stowe,Morrisville
MVM,Monument Valley,Kayenta
MVN,Mt Vernon-Outland,Mount Vernon
MVO,Mongo,Mongo
MVQ,Mogilev,Vishow
MVR,Salam,Maroua
MVS,Aeroporto Max Feffer,Mucuri
MVU,Musgrave,Cooktown
MVV,Megeve,Megeve
MVW,Skagit Regional,Mount Vernon
MVX,Minvoul,Bitam
MVZ,Masvingo,Masvingo
MWA,Williamson County Airport,Energy
MWB,Morawa,Dongara
MWD,Mianwali,Mianwali
MWE,Merowe,Marawi
MWH,Grant County,Moses Lake North
MWJ,Matthews Ridge,Bartica
MWL,Mineral Wells Airport,Mineral Wells
MWM,Windom Municipal,Windom
MWN,Mwadui,Mwadui
MWO,Hook Field,Middletown
MWQ,Magwe,Magway
MWS,Mount Wilson,Sierra Madre
MWV,Mundulkiri,Senmonourom
MWX,Muan International Airport,Muan
MWZ,Mwanza Airport,Mwanza
MXA,Municipal,Manila
MXB,Masamba,Masamba
MXC,San Juan County,Monticello
MXE,Maxton,Maxton
MXF,Maxwell AFB,Montgomery
MXG,Marlborough,Marlborough
MXI,Imelda Romualdez Marcos,Mati
MXJ,Minna,Minna
MXL,Mexicali Airport,Islas Agrarias Grupo A
MXN,Morlaix,Saint-Martin-des-Champs
MXO,Municipal,Monticello
MXP,Milano Malpensa Airport,Vizzola Ticino
MXQ,Lorenzo Airport,Cairu
MXR,Mirgorod,Myrhorod
MXS,Maota Savaii Island,Safotulafai
MXU,Mullewa,Waggrakine
MXV,Moron,Murun-kuren
MXW,Mandalgobi,Mandalgovi
MXX,Mora Airport,Mora
MXZ,Mei Xian Airport,Sanjiao
MYA,Moruya Airport,Broulee
MYB,Mayoumba,Mayumba
MYC,Maracay,Moron
MYD,Malindi Airport,Malindi
MYE,Miyake Jima,Shimoda
MYJ,Matsuyama Airport,Masaki-cho
MYL,Mccall,McCall
MYN,Mareb,Ma'rib
MYP,Mary Airport,Mary
MYQ,Mysore,Mysore
MYR,Myrtle Beach International Airport,Myrtle Beach
MYT,Myitkyina Airport,Myitkyina
MYV,Yuba County,Olivehurst
MYW,Mtwara Airport,Mtwara
MYY,Miri Airport,Miri
MYZ,Monkey Bay,Chipoka
MZA,Mayor Pnp Nancy Flore Airport,Mazamari
MZB,Mocimboa Praia,Mocimboa
MZC,Mitzic,Mitzic
MZF,Mzamba(Wild Coast Sun),Butterworth
MZH,Merzifon Airport,Merzifon
MZI,Mopti,Mopti
MZJ,Marana,Avra Valley
MZK,Marakei,Rawannawi Village
MZL,La Nubia Airport,Villamaria
MZM,Frescaty,Marly
MZO,Sierra Maestra Airport,Manzanillo
MZP,Motueka,Motueka
MZQ,Mkuze,Mkuze
MZR,Mazar-I-Sharif Airport,Mazar-e Sharif
MZT,Mazatlan International Airport,Villa Union
MZU,Muzaffarpur,Muzaffarpur
MZW,Mechria,Naama
MZX,Mena,Goba
MZY,Mossel Bay,Mossel Bay
MZZ,Marion,Jonesboro
NAB,Albany NAS,Albany
NAC,Naracoorte,Naracoorte
NAD,Macanal,Maroa
NAE,Natitingou,Natitingou
NAF,Banaina,Long Beluah
NAG,Dr. Babasaheb Ambedkar International Airport,Nagpur
NAH,Naha,Enemawira
NAJ,Nakhichevan Airport,Tazakend
NAK,Nakhon Ratchasima,Nakhon Ratchasima
NAL,Nalchik Airport,Nartan
NAM,Namlea,Namlea
NAO,Nanchong Airport,Nanchong
NAP,Naples International Airport,Casavatore
NAT,Sao Goncalo do Amarante-Governador Aluizio Alves Intl Airport,Parnamirim
NAV,Nevsehir,Nevsehir
NAW,Narathiwat Airport,Bacho
NAX,Kalaeloa John Rodgers Field,Makakilo City
NAY,Beijing Nanyuan Airport,Nanyuan
NBA,Nambaiyufa,Goroka
NBC,Begishevo Airport,Yelabuga
NBE,Enfidha - Hammamet International Airport,Harqalah
NBG,NAS/Alvin Callendar,Timberlane
NBH,Nambucca Heads,Nambucca
NBL,San Blas,El Progreso
NBN,Annobón,Pale
NBO,Jomo Kenyatta International Airport,Pumwani
NBS,Changbaishan Airport,Manjiang
NBU,NAS,Glenwood Springs
NBV,Cana Brava,Joao Pinheiro
NBW,Guantanamo NAS,Guantanamo
NCE,Cote D'Azur Airport,Saint-Laurent-du-Var
NCG,Nueva Casas Grandes,Nuevo Casas Grandes
NCH,Nachingwea,Nachingwea
NCJ,Sunchales,Sunchales
NCL,Newcastle International Airport,Ponteland
NCO,NAS,West Tisbury
NCQ,Atlanta NAS,Fair Oaks
NCR,San Carlos,San Carlos
NCS,Newcastle,Newcastle
NCU,Nukus Airport,Nukus
NCY,Annecy-Meythe,Metz-Tessy
NDA,Bandanaira,Werinama
NDC,Nanded,Nanded
NDE,Mandera,Mandera
NDF,Ndalatandos,N'dalatando
NDG,Qiqihar Airport,Nanhang
NDJ,Ndjamena Airport,N'Djamena
NDK,Namdrik Island,Namdrik
NDL,Ndele,Ndele
NDM,Mendi,Mendi
NDO,La Palma Del Condado,Villarrasa
NDR,Nador International Airport,Selouane
NDU,Rundu,Rundu
NEA,Brunswick Golden Isles,Country Club Estates
NEC,Necochea,Necochea
NEF,Neftekamsk,Neftekamsk
NEG,Negril,Negril
NEI,Terney Airport,Terney
NEJ,Nejjo,Nejo
NEL,Naec,Lakehurst
NEN,Olf Usn,Baldwin
NER,Neryungri Airport,Neryungri
NEU,Sam Neua,Xam Nua
NEV,Newcastle Airport,Newcastle
NEW,Lakefront Airport,Arabi
NFB,Detroit NAF,Capac
NFG,Nefteyugansk,Barsovo
NFL,NAS,Fallon
NFR,Nafoora,Gialo
NGA,Young,Young
NGB,Ningbo Airport,Gulin
NGC,North Rim,Grand Canyon
NGE,Ngaoundéré,Ngaoundere
NGF,Marine Corps Air Station Kaneohe Bay,Marine Corps Base Hawaii - MCBH
NGI,Ngau Island,Levuka
NGK,Nogliki Airport,Nogliki
NGL,Ngala Airfield,Lisala
NGN,Nargana,Palmira
NGO,Chubu Centrair International Airport,Tokoname
NGU,NAS Chambers,Columbia
NGW,Cabaniss Field,Corpus Christi
NGX,Manang,Kathmandu
NGZ,NAS,Alameda
NHA,Nha Trang,Nha Trang
NHD,Minhad AB,Dubai
NHF,New Halfa,Aroma
NHK,Patuxent River NAS,Drum Point
NHS,Nushki,Nushki
NHT,Northolt,Greenford
NHX,Barin Olf Osn,Foley
NHZ,NAS,Brunswick
NIA,Nimba,New Yekepa
NIC,Nicosia International,Kato Deftera
NIM,Niamey Airport,Niamey
NIO,Nioki,Nioki
NIR,Chase Field NAS,Beeville
NIT,Niort,Niort
NIX,Nioro,Nioro
NJA,Atsugi NAS,Atsugi
NJC,Nizhnevartovsk Airport,Nizhnevartovsk
NJF,Al-Najaf International Airport,An Najaf
NJJ,Nenjian Melgen Airport,Changfu
NKA,Nkan,Ntoum
NKB,Noonkanbah,Derby
NKC,Nouakchott International Airport,Nouakchott
NKD,Sinak,Batang
NKG,Nanjing Lukou International Airport,Lukou
NKL,Nkolo,Bolobo
NKM,Nagoya Airport,Komaki
NKO,Ankokoambo,Coracao de Jesus
NKP,Nakhon Phanom Airport,Nakhon Phanom
NKS,Nkongsamba,Nkongsamba
NKT,Shirnak,Tililan
NKX,Miramar MS,Poway
NKY,Nkayi,Kayes
NLA,Simon Mwansa Kapwepwe International Airport,Ndola
NLC,Lemoore NAS (Reeves Field),Lemoore
NLD,Quetzalcoatl International Airport,Nuevo Laredo
NLE,Jerry Tyler Memorial,Niles
NLH,Ninglang Luguhu Airport,Daxing
NLI,Nikolaevsk-na-Amure,Nikolayevsk-on-Amure
NLK,Norfolk Island Airport,Kingston
NLN,Kneeland,Blue Lake
NLO,N'dolo,Kinshasa
NLP,Nelspruit Airport,Nelspruit
NLT,Nalati Airport,Tuergen
NLU,Santa Lucia,Benito Juarez
NLV,Nikolaev (Mykolaiv),Mykolayiv
NMA,Namangan Airport,Namangan Shahri
NMB,Daman,Vapi
NMF,Maafaru International Airport,Manadhoo
NMG,San Miguel,La Palma
NMS,Namsang,Taunggyi
NMT,Namtu,Lashio
NMU,Namu,Loen
NNA,NAF,Kenitra
NND,Nangade,Namalenga
NNM,Naryan-Mar Airport,Iskateley
NNR,Connemara,Oughterard
NNT,Nan Airport,Nan
NNU,Nanuque,Nanuque
NNX,Nunukan Airport,Binalawan
NOA,Nowra,Falls Creek
NOC,Ireland West Airport Knock,Swinford
NOD,Norden Norddeich Airport,Norden
NOI,Novorossijsk,Novorossiysk
NOJ,Nojabrxsk Airport,Noyabrsk
NOK,Nova Xavantina,Araguaiana
NOS,Fascene Airport,Hell-Ville
NOT,Novato,Novato
NOU,Tontouta Airport,Paita
NOV,Huambo,Huambo
NOZ,Novokuznetsk Airport,Novokuznetsk
NPA,Pensacola NAS,Pensacola
NPE,Hawkes Bay Airport,Napier
NPH,Nephi,Nephi
NPL,New Plymouth Airport,Waitara
NPO,Nangapinoh,Kenyau
NPT,State,Newport East
NPU,San Pedro Uraba,Villanueva
NPY,Mpanda Airport,Mpanda
NQA,Millington Regional Jetport,Memphis
NQI,NAS,Kingsville
NQL,Niquelandia,Uruacu
NQN,Presidente Peron International Airport,Plottier
NQU,Nuqui,Nuqui
NQY,Newquay Cornwall Airport,Saint Columb Major
NQZ,Nursultan Nazarbayev International Airport,Nur-Sultan
NRA,Narrandera,Narrandera
NRC,Aux Field,Patterson
NRD,Norderney,Norderney
NRE,Namrole,Leksula
NRG,Narrogin,Narrogin
NRI,Shangri-la,Erick
NRK,Kungsangen Airport,Lindo
NRM,Nara,Nara
NRN,Weeze Airport,Weeze
NRR,Roosevelt NAS,Aguas Claras
NRS,NAS,Imperial
NRT,Narita International Airport,Narita
NSB,North SPB,Alice Town
NSE,Whiting Field NAS,Milton
NSF,Andrews NAF,Mellwood
NSH,Now Shahr Airport,Nowshahr
NSK,Noril'sk Airport,Kayyerkan
NSL,Slayton Municipal,Slayton
NSN,Nelson Airport,Richmond
NSO,Scone,Muswellbrook
NSP,NAF,Cavite City
NSR,São Raimundo Nonato Airport,São Raimundo Nonato
NST,Nakhon Si Thammarat Airport,Nakhon Si Thammarat
NSV,Noosaville,Tewantin
NSY,NAS Sigonella,Motta Sant'Anastasia
NTB,Notodden Airport,Notodden
NTC,Santa Carolina,Ntchisi
NTD,Point Mugu NAS (Naval Base Ventura County,Port Hueneme
NTE,Nantes Atlantique Airport,Bouguenais
NTG,Nantong Xingdong Airport,Xingdong
NTI,Bintuni,Babo
NTJ,Manti-Ephraim,Manti
NTL,Newcastle Airport,Medowie
NTO,Santo Antao,Porto Novo
NTQ,Noto Airport,Nanao
NTR,Aeropuerto del Norte International Airport,Monterrey
NTT,Kuini Lavenia,Hihifo
NTU,NAS,Virginia Beach
NTX,Natuna Ranai,Pemangkat
NTY,Pilanesberg International Airport,Muldersdriseloop
NUA,Gregory's Lake,Nuwara Eliya
NUD,En Nahud,An Nuhud
NUE,Nuremberg Airport,Nuernberg
NUF,Castlereigh Reservoir Waterdrome,Hatton
NUH,Nunchia,Nunchia
NUJ,Nojeh,Kabudarahang
NUM,Neom Airport,Duba
NUN,Saufley NAS,East Pensacola Heights
NUQ,Moffett Field,Mountain View
NUS,Norsup Airport,Norsup
NUU,Nakuru,Nakuru
NUW,Whidbey Island NAS (Ault Field),Ault Field
NUX,Novy Urengoy Airport,Novyy Urengoy
NVA,Benito Salas Airport,Neiva
NVD,Nevada,Nevada
NVG,Nueva Guinea,Nueva Guinea
NVI,Navoi Airport,Konimex
NVK,Framnes,Narvik
NVM,Brigadeiro Eduardo Gomes Airport,Nova Mutum
NVN,Nervino,Portola
NVP,Novo Aripuana,Novo Aripuana
NVR,Novgorod,Velikiy Novgorod
NVS,Nevers,Nevers
NVT,Navegantes Airport,Navegantes
NVY,Neyveli,Vriddhachalam
NWA,Moheli,Djoyezi
NWH,Parlin Field,Newport
NWI,Norwich International Airport,Spixworth
NWP,NS,Bay Roberts
NWU,Bermuda NAS,Saint George
NXX,Willow Grove NAS,Horsham
NYA,Nyagan Airport,Nyagan
NYE,Nyeri,Nyeri
NYG,Quantico NAS,Quantico Station
NYI,Sunyani,Sunyani
NYK,Nanyuki,Nanyuki
NYM,Nadym Airport,Staryy Nadym
NYN,Nyngan,Nyngan
NYO,Stockholm Skavsta Airport,Svalsta
NYR,Nyurba Airport,Nyurba
NYS,New York Skyports Seaplane Base,Long Island City
NYT,Nay Pyi Taw Airport,Pyinmana
NYW,Monywar Airport,Monywa
NZA,Nzagi,Nzagi
NZC,Maria Reiche Neuman Airport,Nazca
NZE,Nzerekore,Nzerekore
NZH,Manzhouli Airport,Zabaykal'sk
NZL,Zhalantun Chengjisihan Airport,Qinggis Han
NZW,South Weymouth,Rockland
NZY,North Island NAS,Coronado
OAA,Shank Air Base,Pul-e `Alam
OAG,Orange Airport,Millthorpe
OAH,Shindand Air Base,Shindand
OAI,Bagram,Ghulam `Ali
OAJ,Albert J Ellis Airport,Richlands
OAK,Metropolitan Oakland International Airport,San Leandro
OAL,Cacoal Airport,Cacoal
OAM,Oamaru,Oamaru
OAN,Olanchito,Olanchito
OAR,Marina Municipal,Pacific Grove
OAS,Sharana Air Base,Zarah Sharan
OAX,Xoxocotlan Airport,Animas Trujano
OBC,Obock,Obock
OBD,Obano,Obano
OBE,County,Okeechobee
OBF,Oberpfaffenhofen,Gilching
OBK,Sky Harbor,Northbrook
OBL,Zoersel,Zoersel
OBN,Oban Airport,Oban
OBO,Tokachi-Obihiro Airport,Obihiro
OBS,Vals-Lanas,Chomerac
OBX,Obo,Muting
OCA,Ocean Reef,North Key Largo
OCC,Coca Airport,Puerto Francisco de Orellana
OCE,Municipal,West Ocean City
OCF,Taylor Field,Ocala
OCH,A L Mangham Jr. Regional,Nacogdoches
OCJ,Boscobel,Oracabessa
OCN,Municipal,Camp Pendleton South
OCS,Corisco International Airport,Cocobeach
OCV,Aguasclaras,Ocana
OCW,Warren Field,Washington
ODB,Cordoba,Villarrubia
ODC,Oakdale,East Oakdale
ODE,Beldringe,Sonderso
ODH,Odiham RAF Station,Odiham
ODJ,Ouanda Djalle,Ouadda
ODM,Garrett County Airport,Oakland
ODN,Long Seridan Airport,Bangar
ODO,Bodaybo Airport,Bodaybo
ODS,Odessa International Airport,Odessa
ODW,Oak Harbor,Coupeville
ODY,Oudomxay Airport,Viangxai
OEA,Oneal,Vincennes
OEC,Ocussi,Pante Makasar
OEL,Orel,Orel
OEO,Municipal,Osceola
OER,Ornskoldsvik Airport,Husum
OES,San Antonio Oeste,San Antonio Oeste
OFF,Offutt Air Force Base,Offutt Air Force Base
OFK,Stefan Field,Norfolk
OFU,Airstrip,Ofu
OGA,Searle Field,Ogallala
OGB,Municipal,Orangeburg
OGD,Municipal,Riverdale
OGG,Kahului Airport,Kahului
OGL,Ogle Airport,Georgetown
OGN,Yonaguni Jima,Yonakuni
OGO,Abengourou,Abengourou
OGR,Bongor,Bongor
OGS,Ogdensburg Airport,Ogdensburg
OGU,Ordu Giresun Airport,Gulyali
OGV,Ongava Game Reserve,Gobabis
OGX,Ain Beida Airport,Rouissat
OGZ,Vladikavkaz Airport,Dalakovo
OHA,Royal Air Force Base,Bulls
OHB,Ambohibary,Moramanga
OHD,Ohrid Airport,Misleshevo
OHE,Mohe Airport,Xilinji
OHH,Novostroyka Airport,Okha
OHI,Oshakati,Ongwediva
OHO,Okhotsk,Okhotsk
OHR,Wyk Auf Foehr,Wrixum
OHS,Sohar Airport,Al Sohar
OHT,Kohat,Kohat
OIC,Eaton,Norwich
OIL,Splane Memorial,Oil City
OIM,Oshima,Ito
OIR,Okushiri Airport,Kamiiso
OIT,Oita Airport,Kitsuki
OJC,Johnson Executive,Olathe
OKA,Naha Airport,Tomigusuku
OKB,Fraser Island,Urangan
OKD,Okadama Airport,Sapporo
OKF,Okaukuejo,Outjo
OKG,Okoyo,Ewo
OKH,Cottesmor RAF,Oakham
OKJ,Okayama Airport,Okayama-shi
OKK,Kokomo,Kokomo
OKM,Okmulgee,Okmulgee
OKN,Okondja,Okondja
OKO,Yokota AFB,Fussa
OKQ,Okaba,Kimaam
OKS,Oshkosh,Oshkosh
OKT,Oktiabrskij,Oktyabr'skiy
OKY,Oakey,Oakey
OLA,Orland,Brekstad
OLB,Olbia Costa Smeralda Airport,Olbia
OLC,Sen. Eunice Micheles,Sao Paulo de Olivenca
OLD,Old Town,Old Town
OLE,Municipal,Cuba
OLF,Wolf Point International Airport,Wolf Point
OLG,Olare Airport,Bomet
OLI,Rif,Olafsvik
OLJ,Olpoi,Port-Olry
OLL,Ollombo,Clarks
OLM,Olympia,Tumwater
OLN,Colonia Sarmiento,Sarmiento
OLO,Olomouc,Horka nad Moravou
OLR,Salerno Air Base,Baalbek
OLS,International,Nogales
OLU,Columbus Municipal,Columbus
OLV,Olive Branch Airport,Olive Branch
OLX,Olkiombo Airport,Kihancha
OLY,Olney-Noble,Olney
OLZ,Olokminsk Airport,Olyokminsk
OMA,Eppley Airfield,Carter Lake
OMC,Ormoc,Libertad
OMF,King Hussein,Mafraq
OMH,Urmia Airport,Orumiyeh
OMI,Omidieh,Ramshir
OMJ,Omura,Omura
OMK,Municipal,Omak
OML,Omkalai,Kundiawa
OMO,Mostar Airport,Blagaj
OMR,Oradea Airport,Nojorid
OMS,Omsk Airport,Omsk
OMY,Oddor Meanche,Tbeng Meanchey
ONA,Municipal,Goodview
OND,Ondangwa Airport,Ondangwa
ONH,Municipal,Oneonta
ONI,Moanamani,Nabire
ONJ,Odate Noshiro Airport,Takanosu
ONK,Olenyok Airport,Olenyok
ONL,Municipal,O'Neill
ONM,Socorro,Socorro
ONO,Ontario Municipal Airport,Ontario
ONP,Newport,Newport
ONQ,Zonguldak,Saltukova
ONS,Onslow Airport,Dampier
ONT,Ontario International Airport,Rancho Cucamonga
ONX,Enrique Adolfo Jimenez,Colon
ONY,Olney,Olney
OOA,Municipal,Oskaloosa
OOD,Gudai-Darri Airstrip,Newman
OOL,Gold Coast Airport,Tugun
OOM,Snowy Mountains Airport,Berridale
OPA,Kopasker,Husavik
OPF,Opa-locka Executive Airport,Miami Lakes
OPI,Oenpelli,McMinns Lagoon
OPL,St Landry Parish,Opelousas
OPO,Porto Airport,Santa Cruz do Bispo
OPP,Salinópolis Airport,Salinópolis
OPW,Opuwa,Opuwo
ORA,Oran,Embarcacion
ORB,Orebro-Bofors Airport,Vintrosa
ORC,Orocue,Orocue
ORD,O'Hare International Airport,Rosemont
ORE,Orleans,Orleans
ORF,Norfolk International Airport,Norfolk
ORG,Zorg En Hoop,Paramaribo
ORH,Worcester Regional Airport,Leicester
ORK,Cork Airport,Cork
ORL,Orlando Executive,Azalea Park
ORM,Northampton,Northampton
ORO,Yoro,Yoro
ORP,Orapa,Rakops
ORQ,Heliport,Westport
ORU,Oruro,Oruro
ORW,Ormara,Ormara
ORX,Oriximina,Oriximina
ORY,Paris Orly Airport,Paray-Vieille-Poste
ORZ,Orange Walk,Belmopan
OSB,Osage Beach,Osage Beach
OSC,Wurtsmith AFB,Au Sable
OSD,Are Ostersund Airport,Krokom
OSF,Ostafyevo International Business Airport,Shcherbinka
OSH,Wittman Field,Oshkosh
OSI,Osijek Airport,Osijek
OSJ,Ol Seki Airport,Narok
OSK,Oskarshamn,Oskarshamn
OSL,Oslo Airport Gardermoen,Teigebyen
OSM,Mosul,Mosul
OSN,Osan AB,Osan
OSR,Mosnov Airport,Petrvald
OSS,Osh Airport,Osh
OST,Ostend-Bruges International Airport,Middelkerke
OSU,Ohio State University,Dublin
OSW,Orsk Airport,Orsk
OSX,Attala County,Kosciusko
OSY,Namsos Airport,Namsos
OSZ,Koszalin,Tychowo
OTA,Mota,Addiet Canna
OTC,Bol,Bol
OTD,Contadora,Veracruz
OTG,Worthington,Worthington
OTH,Southwest Oregon Regional Airport,North Bend
OTI,Pitu,Tobelo
OTJ,Otjiwarongo,Otjiwarongo
OTK,Tillamook,Tillamook
OTL,Boutilimit,Aleg
OTM,Industrial,Ottumwa
OTN,Green,Bicknell
OTO,Vor,Moriarty
OTP,Bucharest Henri Coanda International Airport,Otopeni
OTR,Coto 47,Corredor
OTS,Anacortes,Anacortes
OTT,Andre Maggi,Aripuana
OTU,Otu,Segovia
OUA,Ouagadougou International Airport,Ouagadougou
OUD,Les Angades Airport,Oujda
OUE,Ouesso,Ouesso
OUG,Ouahigouya,Ouahigouya
OUH,Oudtshoorn,Oudtshoorn
OUL,Oulu Airport,Oulunsalo
OUM,Oum Hadjer,Oum Hadjer
OUN,Max Westheimer,Norman
OUR,Batouri,Batouri
OUS,Ourinhos,Ourinhos
OUT,Bousso,Bousso
OUZ,Zouerate,Zouerat
OVA,Bekily,Beteza
OVB,Novosibirsk Tolmachevo Airport,Ob'
OVD,Asturias Airport,Castrillon
OVE,Oroville,Thermalito
OVG,Overberg (FAOB),Bredasdorp
OVL,Ovalle,Monte Patria
OVR,Olavarria,Olavarria
OVS,Sovetsky Airport,Sovetskiy
OWA,Owatonna,Owatonna
OWB,Daviess County Airport,Owensboro
OWD,Memorial,West Bridgewater
OWE,Owendo,Libreville
OWK,Central Maine Airport of Norridgewock,Norridgewock
OXB,Osvaldo Vieira Airport,Bissau
OXC,Waterbury-oxford,Oxford
OXD,Miami University,New Paris
OXF,Oxford (Kidlington),Oxford
OXR,Ventura,Oxnard
OYA,Goya,Goya
OYC,Camopi Airport,Camopi
OYE,Oyem,Oyem
OYG,Moyo,Moyo
OYL,Moyale,Moyale
OYO,Tres Arroyos,Tres Arroyos
OYP,St-Georges de lOyapock,Saint-Georges-de-l'Oyapock
OYS,Yosemite Ntl Park,Yosemite Valley
OZA,Ozona Municipalcipal,Ozona
OZC,Labo Airport,Lapase
OZG,Zagora Airport,Zagora
OZH,Zaporozhye Airport,Zaporizhzhya
OZI,Bobadilla,Furnas
OZP,Moron,Utrera
OZR,Cairns AAF,Ozark
OZU,Montilla,Montilla
OZZ,Ouarzazate Airport,Ouarzazat
PAA,Pa-an,Hpa-an
PAB,Bilaspur,Bilaspur
PAC,Marcos A. Gelabert International Airport,Chepillo
PAD,Paderborn Lippstadt Airport,Salzkotten
PAE,Snohomish County - Paine Field,Mukilteo
PAF,Pakuba,Bulisa
PAG,Pagadian Airport,Pagadian
PAH,Barkley Regional Airport,Massac
PAJ,Para Chinar,Parachinar
PAK,Port Allen,Hanapepe Heights
PAM,Tyndall AFB,Panama City
PAN,Pattani,Nong Chik
PAO,Palo Alto,East Palo Alto
PAP,Toussaint Louverture International Airport,Delmas 73
PAQ,Palmer Municipalcipal,Palmer
PAS,Paros Airport,Antiparos
PAT,Jay Prakash Narayan International Airport,Patna
PAV,Paulo Afonso Airport,Paulo Afonso
PAX,Port De Paix,Ti Port-de-Paix
PAZ,El Tajin National Airport,Poza Rica de Hidalgo
PBB,Paranaiba,Paranaiba
PBC,Huejotsingo Airport,Santa Maria Zacatepec
PBD,Porbandar,Porbandar
PBE,Puerto Berrio,Puerto Berrio
PBF,Grider Field,Pine Bluff
PBG,Plattsburgh International Airport,Plattsburgh West
PBH,Paro Airport,Paro
PBI,Palm Beach International Airport,Haverhill
PBL,Puerto Cabello,Puerto Cabello
PBM,Zanderij International Airport,Onverwacht
PBN,Porto Amboim,Sumbe
PBP,Punta Islita,Canas
PBQ,Pimenta Bueno,Pimenta Bueno
PBR,Puerto Barrios,Puerto Barrios
PBS,Patong Beach,Patong
PBT,Puerto Leda,Fuerte Olimpo
PBU,Putao,Zhowagoin
PBW,Palibelo,Yendi
PBZ,Plettenberg Bay Airport,Plettenberg Bay
PCB,Pondok Cabe,Pamulang
PCD,Prairie du Chien Municipal Airport,Prairie du Chien
PCF,Potchefstroom,Potchefstroom
PCG,Paso Caballos,San Andres
PCH,Palacios,Buenos Aires
PCL,Capitan Rolden Airport,Puerto Callao
PCM,Playa Del Carmen,Playa del Carmen
PCN,Picton Aerodrome,Picton
PCP,Principe,Santo Antonio
PCQ,Bounneua,Phongsali
PCS,Picos,Picos
PCU,Pearl River County,Nicholson
PCV,Punta Chivato,Mulege
PDA,Puerto Inirida,Inirida
PDC,Mueo,Poya
PDD,Ponta de Ouro,Maputo
PDF,Prado,Prado
PDG,Minangkabau International Airport,Lubukalung
PDK,DeKalb Peachtree Airport,Doraville
PDL,Joao Paulo II Airport,Arrifes
PDM,Pedasí Airport,Pedasi
PDO,Pendopo,Gunungmegang Dalam
PDP,Capitan de Corbeta Carlos A. Curbelo International Airport,Maldonado
PDR,Presidente Dutra,Presidente Dutra
PDS,Piedras Negras International Airport,Piedras Negras
PDT,Eastern Oregon Regional Airport,Pendleton
PDU,Paysandu,Paysandu
PDV,Plovdiv Airport,Kaloyanovo
PDX,Portland International Airport,Walnut Grove
PDZ,Pedernales,Pedernales
PEE,Perm International Airport,Kultayevo
PEF,Peenemuende,Kroslin
PEG,Sant Egidio Airport,Perugia
PEH,Pehuajo,Pehuajo
PEI,Matecana International Airport,Pereira
PEJ,Peschiei,San Giovanni Rotondo
PEM,Puerto Maldonado Airport,Puerto Maldonado
PEN,Penang International Airport,Kampung Sungai Ara
PEQ,Pecos City,Pecos
PER,Perth Airport,Redcliffe
PES,Petrozavodsk Airport,Petrozavodsk
PET,Federal Airport,Pelotas
PEU,Puerto Lempira,Puerto Lempira
PEW,Bacha Khan International Airport,Peshawar
PEX,Pechora Airport,Puteyets
PEY,Penong,Ceduna
PEZ,Penza Airport,Zasechnoye
PFB,Passo Fundo Airport,Passo Fundo
PFC,Pacific City State,Pacific City
PFN,Bay County,Pretty Bayou
PFO,Paphos International Airport,Paphos
PFQ,Parsabad,Parsabad
PFR,Ilebo,Ilebo
PGA,Page Airport,Page
PGC,Grant County,Petersburg
PGD,Charlotte County Airport,Cleveland
PGF,Llabanere Airport,Peyrestortes
PGG,Progresso,Jacareacanga
PGH,Pantnagar Airport,Kichha
PGK,Depati Amir Airport,Pangkalpinang
PGL,Jackson County,Moss Point
PGN,Pangia,Ialibu
